name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Gelmanov Rustam,RUS,1,3t4 4b5,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,1,1,1,1,2,2,X,1
Gaidioz Loïc,FRA,2,2t4 3b3,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,1,1,3,1,X,X,X,1
Muraoka Tatsuya,JPN,3,2t5 3b8,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,3,2,2,2,X,X,X,4
Baumann Jonas,GER,4,2t6 3b4,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,2,1,4,1,X,X,X,2
Becan Klemen,SLO,5,1t1 3b3,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,1,1,X,1,X,X,X,1
Julien Stéphan,FRA,6,1t1 3b3,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,1,1,1,X,X,X,1
Verhoeven Jorg,NED,7,1t1 3b8,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,1,1,1,X,6,X,X
Sharafutdinov Dmitrii,RUS,8,1t2 4b14,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,1,2,1,X,2,X,10
Lebreton Olivier,FRA,9,1t2 3b11,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,1,2,2,X,X,X,8
Mogaki Keita,JPN,10,1t3 3b3,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,1,3,1,X,X,X,1
Kleshnov Stanislav,UKR,11,1t3 3b6,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,1,3,1,X,X,X,4
Hori Tsukuru,JPN,12,1t3 3b12,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,1,3,1,X,X,X,10
Pouvreau Gérome,FRA,13,1t4 3b3,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,1,X,1,X,X,4,1
Moroni Gabriele,ITA,14,1t5 3b7,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,1,5,1,X,X,X,5
Watanabe Kazuma,JPN,15,0t 4b8,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,2,X,1,X,2,X,3
Glairon Mondet Guillaume,FRA,16,0t 3b5,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,2,X,1,X,X,X,2
Preti Lucas,ITA,17,0t 3b5,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,3,X,1,X,X,X,1
Amma Sachi,JPN,18,0t 3b6,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,3,X,1,X,X,X,2
Shimizu Atsushi,JPN,19,0t 3b10,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,4,X,4,X,X,X,2
Son Sangwon,KOR,20,0t 2b3,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,560,2009,Kazo,Boulder,Men,Semi-Final,2009-04-11,/api/v1/category_rounds/1123/results,/api/v1/events/560/result/3,X,2,X,1,X,X,X,X
